"text","author"
"Having descended, as I said before, to about one hundred feet from the surface of the earth, the little old gentleman was suddenly seized with a fit of trepidation, and appeared disinclined to make any nearer approach to terra firma.","EAP"
"The youth's febrile mind, apparently, was dwelling on strange things; and the doctor shuddered now and then as he spoke of them.","HPL"
"And now was I indeed wretched beyond the wretchedness of mere Humanity.","EAP"
"Undoubtedly he could still manage to walk away from the pull; so with great resolution he headed against it and dragged himself deliberately north along Garrison Street.","HPL"
"I do not intend to sail until the month of June: and when shall I return?","MWS"
"Dun't ye know yer Aunt Marthy's all a-fidget over yer bein' off arter dark?","HPL"
"How remarkably well you are looking to-day!","EAP"
"But now he saw that supernal Kadath in its cold waste is indeed girt with dark wonders and nameless sentinels, and that the Other Gods are of a surety vigilant in guarding the mild, feeble gods of earth.","HPL"
"One word, in truth, had alarmed her more than battles or sieges, during which she trusted Raymond's high command would exempt him from danger.","MWS"
"On the maternal side he is a typical Yankee, coming from East English stock which settled in Rhode Island about 1680.","HPL"
"Danforth was frankly jumpy, and began making some offensively irrelevant speculations about the horror at the camp - which I resented all the more because I could not help sharing certain conclusions forced upon us by many features of this morbid survival from nightmare antiquity.","HPL"
"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.","MWS"
"On her deathbed the fortitude and benignity of this best of women did not desert her.","MWS"
"As she read on, her surroundings gradually faded, and soon there lay about her only the mists of dream; the purple, star-strown mists beyond Time, where only gods and dreamers walk.","HPL"
"and I feel that the transition of Juan Romero was a terrible one indeed.","HPL"
"Friends had held him when he drew a stiletto, but West departed amidst his inhuman shrieks, curses, and oaths of vengeance.","HPL"
"I had already been out many hours, and felt the torment of a burning thirst, a prelude to my other sufferings.","MWS"
"On quitting the invalid's bed-side to hold conversation with myself, Doctors D-- and F-- had bidden him a final farewell.","EAP"
"""Why, massa, 'taint worf while for to git mad about de matter-Massa Will say noffin at all aint de matter wid him-but den what make him go about looking dis here way, wid he head down and he soldiers up, and as white as a gose?","EAP"
"Clouds hid the moon, every thing was obscure, and I heard only the sound of the boat, as its keel cut through the waves; the murmur lulled me, and in a short time I slept soundly.","MWS"
"In the morning his mother saw that he was at work on the photostatic copy of the Hutchinson cipher, which he had frequently shewn her before; but in response to her query he said that the Curwen key could not be applied to it.","HPL"
"An open window showed black and gaping in the moonlight.","HPL"
"A man quite young In years, but grey in fame.","EAP"
"That, I may admit, is exactly what we thought we heard conveyed by that sudden sound behind the advancing white mist - that insidious musical piping over a singularly wide range.","HPL"
"As a scholar he was ambitious to excel.","EAP"
"I shut up, as well as I could, in my own heart the anxiety that preyed there, and entered with seeming earnestness into the plans of my father, although they might only serve as the decorations of my tragedy.","MWS"
"After all, and in spite of the fancies prompted by blind emotions, were not most of my phenomena readily explainable?","HPL"
"What worried us more was the talk of Boatswain Muller, which grew wilder as night came on.","HPL"
"It was more broken now, with yawning clefts and fantastically erratic pinnacles; and Carter studied closely the suggestive turns and inclinations of that grotesque outline, which seemed to share with the stars some subtle northward urge.","HPL"
"That's what comes from overstudy in a field like mine.","HPL"
"She'd have got me for good .","HPL"
"REPORTS OF OFFICERS PRESIDENT'S MESSAGE Fellow-Amateurs:-- According to indications, the last few weeks of the United's administrative year will exceed their predecessors in general activity and work accomplished.","HPL"
"They believed the Jane to be a living creature, and seemed to be afraid of hurting it with the points of their spears, carefully turning them up.","EAP"
"""Memory-Building"" is the first of a series of psychological articles by our master amateur, Maurice W. Moe.","HPL"
"It gave ideality to that, from which, taken in naked truth, the soul would have revolted: it bestowed pictorial colours on misery and disease, and not unfrequently relieved me from despair in deplorable changes.","MWS"
"Timid as they were, a few of the younger men were sufficiently inspired by our protective leadership to promise such help.","HPL"
"Sep. 15-1 t."" I must say that I was gratified with this high-toned notice from a paper so respectable as the ""Owl.""","EAP"
"It struck me as horribly like a sort of Oriental ceremony, with beating of drums and chanting of many voices.","HPL"
"As a mining engineer, I have some knowledge of geology, and can tell you that these blocks are so ancient they frighten me.","HPL"
"The O forever; He would persist in the O.","EAP"
"Let me find the earthly dwelling of my beloved; let us rescue that from common dust, so that in times to come men may point to the sacred tomb, and name it his-then to other thoughts, and a new course of life, or what else fate, in her cruel tyranny, may have marked out for me.""","MWS"
